project_name,snapshot_date,stage,probability,expected_close_date,pipeline_value
Project 0427,2026-06-24,In Delivery,0.75,2027-03-13,1998400
Project 0427,2026-05-24,In Delivery,0.75,2027-03-13,1998400
Project 0427,2026-04-24,In Delivery,0.75,2027-03-13,1998400
Project 0427,2026-03-24,In Delivery,0.75,2027-03-13,1998400
Project 0428,2026-08-24,Closed Won,1.0,2025-03-04,1713950
Project 0428,2026-07-24,Closed Won,1.0,2025-03-04,1713950
Project 0428,2026-06-24,Closed Won,1.0,2025-03-04,1713950
Project 0428,2026-05-24,Closed Won,1.0,2025-03-04,1713950
Project 0428,2026-04-24,Closed Won,1.0,2025-03-04,1713950
Project 0428,2026-03-24,Closed Won,1.0,2025-03-04,1713950
Project 0429,2026-08-24,Qualified,0.35,2025-09-30,727200
Project 0429,2026-07-24,Qualified,0.35,2025-09-30,727200
Project 0429,2026-06-24,Qualified,0.35,2025-09-30,727200
Project 0429,2026-05-24,Qualified,0.35,2025-09-30,727200
Project 0429,2026-04-24,Qualified,0.35,2025-09-30,727200
Project 0429,2026-03-24,Qualified,0.35,2025-09-30,727200
Project 0430,2026-08-24,In Delivery,0.75,2026-03-31,429250
Project 0430,2026-07-24,In Delivery,0.75,2026-03-31,429250
Project 0430,2026-06-24,In Delivery,0.75,2026-03-31,429250
Project 0430,2026-05-24,In Delivery,0.75,2026-03-31,429250
Project 0430,2026-04-24,In Delivery,0.75,2026-03-31,429250
Project 0430,2026-03-24,In Delivery,0.75,2026-03-31,429250
Project 0431,2026-08-24,Qualified,0.35,2026-02-05,972750
Project 0431,2026-07-24,Qualified,0.35,2026-02-05,972750
Project 0431,2026-06-24,Qualified,0.35,2026-02-05,972750
Project 0431,2026-05-24,Qualified,0.35,2026-02-05,972750
Project 0431,2026-04-24,Qualified,0.35,2026-02-05,972750
Project 0431,2026-03-24,Qualified,0.35,2026-02-05,972750
Project 0432,2026-08-24,Closed Won,1.0,2026-05-26,1238650
Project 0432,2026-07-24,Closed Won,1.0,2026-05-26,1238650
Project 0432,2026-06-24,Closed Won,1.0,2026-05-26,1238650
Project 0432,2026-05-24,Closed Won,1.0,2026-05-26,1238650
Project 0432,2026-04-24,Closed Won,1.0,2026-05-26,1238650
Project 0432,2026-03-24,Closed Won,1.0,2026-05-26,1238650
Project 0433,2026-08-24,Closed Won,1.0,2026-03-21,149200
Project 0433,2026-07-24,Closed Won,1.0,2026-03-21,149200
Project 0433,2026-06-24,Closed Won,1.0,2026-03-21,149200
Project 0433,2026-05-24,Closed Won,1.0,2026-03-21,149200
Project 0433,2026-04-24,Closed Won,1.0,2026-03-21,149200
Project 0433,2026-03-24,Closed Won,1.0,2026-03-21,149200
Project 0434,2026-08-24,Closed Won,1.0,2025-04-25,1269900
Project 0434,2026-07-24,Closed Won,1.0,2025-04-25,1269900
Project 0434,2026-06-24,Closed Won,1.0,2025-04-25,1269900
Project 0434,2026-05-24,Closed Won,1.0,2025-04-25,1269900
Project 0434,2026-04-24,Closed Won,1.0,2025-04-25,1269900
Project 0434,2026-03-24,Closed Won,1.0,2025-04-25,1269900
Project 0435,2026-08-24,Prospect,0.15,2026-11-21,592200
Project 0435,2026-07-24,Prospect,0.15,2026-11-21,592200
Project 0435,2026-06-24,Prospect,0.15,2026-11-21,592200
Project 0435,2026-05-24,Prospect,0.15,2026-11-21,592200
Project 0435,2026-04-24,Prospect,0.15,2026-11-21,592200
Project 0435,2026-03-24,Prospect,0.15,2026-11-21,592200
Project 0436,2026-08-24,Qualified,0.35,2027-01-28,841200
Project 0436,2026-07-24,Qualified,0.35,2027-01-28,841200
Project 0436,2026-06-24,Qualified,0.35,2027-01-28,841200
Project 0436,2026-05-24,Qualified,0.35,2027-01-28,841200
Project 0436,2026-04-24,Qualified,0.35,2027-01-28,841200
Project 0436,2026-03-24,Qualified,0.35,2027-01-28,841200
Project 0437,2026-08-24,In Delivery,0.75,2025-08-04,221800
Project 0437,2026-07-24,In Delivery,0.75,2025-08-04,221800
Project 0437,2026-06-24,In Delivery,0.75,2025-08-04,221800
Project 0437,2026-05-24,In Delivery,0.75,2025-08-04,221800
Project 0437,2026-04-24,In Delivery,0.75,2025-08-04,221800
Project 0437,2026-03-24,In Delivery,0.75,2025-08-04,221800
Project 0438,2026-08-24,Prospect,0.15,2025-12-28,291000
Project 0438,2026-07-24,Prospect,0.15,2025-12-28,291000
Project 0438,2026-06-24,Prospect,0.15,2025-12-28,291000
Project 0438,2026-05-24,Prospect,0.15,2025-12-28,291000
Project 0438,2026-04-24,Prospect,0.15,2025-12-28,291000
Project 0438,2026-03-24,Prospect,0.15,2025-12-28,291000
Project 0439,2026-08-24,Prospect,0.15,2027-04-28,724200
Project 0439,2026-07-24,Prospect,0.15,2027-04-28,724200
Project 0439,2026-06-24,Prospect,0.15,2027-04-28,724200
Project 0439,2026-05-24,Prospect,0.15,2027-04-28,724200
Project 0439,2026-04-24,Prospect,0.15,2027-04-28,724200
Project 0439,2026-03-24,Prospect,0.15,2027-04-28,724200
Project 0440,2026-08-24,In Delivery,0.75,2026-06-01,439600
Project 0440,2026-07-24,In Delivery,0.75,2026-06-01,439600
Project 0440,2026-06-24,In Delivery,0.75,2026-06-01,439600
Project 0440,2026-05-24,In Delivery,0.75,2026-06-01,439600
Project 0440,2026-04-24,In Delivery,0.75,2026-06-01,439600
Project 0440,2026-03-24,In Delivery,0.75,2026-06-01,439600
Project 0441,2026-08-24,Qualified,0.35,2026-10-13,244650
Project 0441,2026-07-24,Qualified,0.35,2026-10-13,244650
Project 0441,2026-06-24,Qualified,0.35,2026-10-13,244650
Project 0441,2026-05-24,Qualified,0.35,2026-10-13,244650
Project 0441,2026-04-24,Qualified,0.35,2026-10-13,244650
Project 0441,2026-03-24,Qualified,0.35,2026-10-13,244650
Project 0442,2026-08-24,Closed Won,1.0,2025-12-25,1000300
Project 0442,2026-07-24,Closed Won,1.0,2025-12-25,1000300
Project 0442,2026-06-24,Closed Won,1.0,2025-12-25,1000300
Project 0442,2026-05-24,Closed Won,1.0,2025-12-25,1000300
Project 0442,2026-04-24,Closed Won,1.0,2025-12-25,1000300
Project 0442,2026-03-24,Closed Won,1.0,2025-12-25,1000300
Project 0443,2026-08-24,Closed Won,1.0,2026-02-09,1037700
Project 0443,2026-07-24,Closed Won,1.0,2026-02-09,1037700
Project 0443,2026-06-24,Closed Won,1.0,2026-02-09,1037700
Project 0443,2026-05-24,Closed Won,1.0,2026-02-09,1037700
Project 0443,2026-04-24,Closed Won,1.0,2026-02-09,1037700
Project 0443,2026-03-24,Closed Won,1.0,2026-02-09,1037700
Project 0444,2026-08-24,Closed Won,1.0,2025-09-18,567500
Project 0444,2026-07-24,Closed Won,1.0,2025-09-18,567500
Project 0444,2026-06-24,Closed Won,1.0,2025-09-18,567500
Project 0444,2026-05-24,Closed Won,1.0,2025-09-18,567500
Project 0444,2026-04-24,Closed Won,1.0,2025-09-18,567500
Project 0444,2026-03-24,Closed Won,1.0,2025-09-18,567500
Project 0445,2026-08-24,Closed Won,1.0,2026-01-12,840000
Project 0445,2026-07-24,Closed Won,1.0,2026-01-12,840000
Project 0445,2026-06-24,Closed Won,1.0,2026-01-12,840000
Project 0445,2026-05-24,Closed Won,1.0,2026-01-12,840000
Project 0445,2026-04-24,Closed Won,1.0,2026-01-12,840000
Project 0445,2026-03-24,Closed Won,1.0,2026-01-12,840000
Project 0446,2026-08-24,Prospect,0.15,2026-05-30,268650
Project 0446,2026-07-24,Prospect,0.15,2026-05-30,268650
Project 0446,2026-06-24,Prospect,0.15,2026-05-30,268650
Project 0446,2026-05-24,Prospect,0.15,2026-05-30,268650
Project 0446,2026-04-24,Prospect,0.15,2026-05-30,268650
Project 0446,2026-03-24,Prospect,0.15,2026-05-30,268650
Project 0447,2026-08-24,Prospect,0.15,2026-01-03,333900
Project 0447,2026-07-24,Prospect,0.15,2026-01-03,333900
Project 0447,2026-06-24,Prospect,0.15,2026-01-03,333900
Project 0447,2026-05-24,Prospect,0.15,2026-01-03,333900
Project 0447,2026-04-24,Prospect,0.15,2026-01-03,333900
Project 0447,2026-03-24,Prospect,0.15,2026-01-03,333900
Project 0448,2026-08-24,Prospect,0.15,2026-03-21,271250
Project 0448,2026-07-24,Prospect,0.15,2026-03-21,271250
Project 0448,2026-06-24,Prospect,0.15,2026-03-21,271250
Project 0448,2026-05-24,Prospect,0.15,2026-03-21,271250
Project 0448,2026-04-24,Prospect,0.15,2026-03-21,271250
Project 0448,2026-03-24,Prospect,0.15,2026-03-21,271250
Project 0449,2026-08-24,In Delivery,0.75,2025-12-18,420000
Project 0449,2026-07-24,In Delivery,0.75,2025-12-18,420000
Project 0449,2026-06-24,In Delivery,0.75,2025-12-18,420000
Project 0449,2026-05-24,In Delivery,0.75,2025-12-18,420000
Project 0449,2026-04-24,In Delivery,0.75,2025-12-18,420000
Project 0449,2026-03-24,In Delivery,0.75,2025-12-18,420000
Project 0450,2026-08-24,Qualified,0.35,2026-06-16,551200
Project 0450,2026-07-24,Qualified,0.35,2026-06-16,551200
Project 0450,2026-06-24,Qualified,0.35,2026-06-16,551200
Project 0450,2026-05-24,Qualified,0.35,2026-06-16,551200
Project 0450,2026-04-24,Qualified,0.35,2026-06-16,551200
Project 0450,2026-03-24,Qualified,0.35,2026-06-16,551200
Project 0451,2026-08-24,Qualified,0.35,2025-08-29,388500
Project 0451,2026-07-24,Qualified,0.35,2025-08-29,388500
Project 0451,2026-06-24,Qualified,0.35,2025-08-29,388500
Project 0451,2026-05-24,Qualified,0.35,2025-08-29,388500
Project 0451,2026-04-24,Qualified,0.35,2025-08-29,388500
Project 0451,2026-03-24,Qualified,0.35,2025-08-29,388500
Project 0452,2026-08-24,Qualified,0.35,2025-08-15,1343200
Project 0452,2026-07-24,Qualified,0.35,2025-08-15,1343200
Project 0452,2026-06-24,Qualified,0.35,2025-08-15,1343200
Project 0452,2026-05-24,Qualified,0.35,2025-08-15,1343200
Project 0452,2026-04-24,Qualified,0.35,2025-08-15,1343200
Project 0452,2026-03-24,Qualified,0.35,2025-08-15,1343200
Project 0453,2026-08-24,Prospect,0.15,2025-09-27,1741600
Project 0453,2026-07-24,Prospect,0.15,2025-09-27,1741600
Project 0453,2026-06-24,Prospect,0.15,2025-09-27,1741600
Project 0453,2026-05-24,Prospect,0.15,2025-09-27,1741600
Project 0453,2026-04-24,Prospect,0.15,2025-09-27,1741600
Project 0453,2026-03-24,Prospect,0.15,2025-09-27,1741600
Project 0454,2026-08-24,In Delivery,0.75,2026-06-02,515400
Project 0454,2026-07-24,In Delivery,0.75,2026-06-02,515400
Project 0454,2026-06-24,In Delivery,0.75,2026-06-02,515400
Project 0454,2026-05-24,In Delivery,0.75,2026-06-02,515400
Project 0454,2026-04-24,In Delivery,0.75,2026-06-02,515400
Project 0454,2026-03-24,In Delivery,0.75,2026-06-02,515400
Project 0455,2026-08-24,Closed Won,1.0,2025-08-04,286500
Project 0455,2026-07-24,Closed Won,1.0,2025-08-04,286500
Project 0455,2026-06-24,Closed Won,1.0,2025-08-04,286500
Project 0455,2026-05-24,Closed Won,1.0,2025-08-04,286500
Project 0455,2026-04-24,Closed Won,1.0,2025-08-04,286500
Project 0455,2026-03-24,Closed Won,1.0,2025-08-04,286500
Project 0456,2026-08-24,Prospect,0.15,2026-03-04,956700
Project 0456,2026-07-24,Prospect,0.15,2026-03-04,956700
Project 0456,2026-06-24,Prospect,0.15,2026-03-04,956700
Project 0456,2026-05-24,Prospect,0.15,2026-03-04,956700
Project 0456,2026-04-24,Prospect,0.15,2026-03-04,956700
Project 0456,2026-03-24,Prospect,0.15,2026-03-04,956700
Project 0457,2026-08-24,In Delivery,0.75,2026-05-21,1096800
Project 0457,2026-07-24,In Delivery,0.75,2026-05-21,1096800
Project 0457,2026-06-24,In Delivery,0.75,2026-05-21,1096800
Project 0457,2026-05-24,In Delivery,0.75,2026-05-21,1096800
Project 0457,2026-04-24,In Delivery,0.75,2026-05-21,1096800
Project 0457,2026-03-24,In Delivery,0.75,2026-05-21,1096800
Project 0458,2026-08-24,In Delivery,0.75,2026-05-14,715800
Project 0458,2026-07-24,In Delivery,0.75,2026-05-14,715800
Project 0458,2026-06-24,In Delivery,0.75,2026-05-14,715800
Project 0458,2026-05-24,In Delivery,0.75,2026-05-14,715800
Project 0458,2026-04-24,In Delivery,0.75,2026-05-14,715800
Project 0458,2026-03-24,In Delivery,0.75,2026-05-14,715800
Project 0459,2026-08-24,In Delivery,0.75,2026-05-19,787000
Project 0459,2026-07-24,In Delivery,0.75,2026-05-19,787000
Project 0459,2026-06-24,In Delivery,0.75,2026-05-19,787000
Project 0459,2026-05-24,In Delivery,0.75,2026-05-19,787000
Project 0459,2026-04-24,In Delivery,0.75,2026-05-19,787000
Project 0459,2026-03-24,In Delivery,0.75,2026-05-19,787000
Project 0460,2026-08-24,In Delivery,0.75,2025-03-07,964400
Project 0460,2026-07-24,In Delivery,0.75,2025-03-07,964400
Project 0460,2026-06-24,In Delivery,0.75,2025-03-07,964400
Project 0460,2026-05-24,In Delivery,0.75,2025-03-07,964400
Project 0460,2026-04-24,In Delivery,0.75,2025-03-07,964400
Project 0460,2026-03-24,In Delivery,0.75,2025-03-07,964400
Project 0461,2026-08-24,In Delivery,0.75,2025-08-30,715750
Project 0461,2026-07-24,In Delivery,0.75,2025-08-30,715750
Project 0461,2026-06-24,In Delivery,0.75,2025-08-30,715750
Project 0461,2026-05-24,In Delivery,0.75,2025-08-30,715750
Project 0461,2026-04-24,In Delivery,0.75,2025-08-30,715750
Project 0461,2026-03-24,In Delivery,0.75,2025-08-30,715750
Project 0462,2026-08-24,Closed Won,1.0,2026-05-12,236250
Project 0462,2026-07-24,Closed Won,1.0,2026-05-12,236250
Project 0462,2026-06-24,Closed Won,1.0,2026-05-12,236250
Project 0462,2026-05-24,Closed Won,1.0,2026-05-12,236250
Project 0462,2026-04-24,Closed Won,1.0,2026-05-12,236250
Project 0462,2026-03-24,Closed Won,1.0,2026-05-12,236250
Project 0463,2026-08-24,Prospect,0.15,2025-04-13,270500
Project 0463,2026-07-24,Prospect,0.15,2025-04-13,270500
Project 0463,2026-06-24,Prospect,0.15,2025-04-13,270500
Project 0463,2026-05-24,Prospect,0.15,2025-04-13,270500
Project 0463,2026-04-24,Prospect,0.15,2025-04-13,270500
Project 0463,2026-03-24,Prospect,0.15,2025-04-13,270500
Project 0464,2026-08-24,In Delivery,0.75,2026-10-10,271500
Project 0464,2026-07-24,In Delivery,0.75,2026-10-10,271500
Project 0464,2026-06-24,In Delivery,0.75,2026-10-10,271500
Project 0464,2026-05-24,In Delivery,0.75,2026-10-10,271500
Project 0464,2026-04-24,In Delivery,0.75,2026-10-10,271500
Project 0464,2026-03-24,In Delivery,0.75,2026-10-10,271500
Project 0465,2026-08-24,Qualified,0.35,2026-11-02,934000
Project 0465,2026-07-24,Qualified,0.35,2026-11-02,934000
Project 0465,2026-06-24,Qualified,0.35,2026-11-02,934000
Project 0465,2026-05-24,Qualified,0.35,2026-11-02,934000
Project 0465,2026-04-24,Qualified,0.35,2026-11-02,934000
Project 0465,2026-03-24,Qualified,0.35,2026-11-02,934000
Project 0466,2026-08-24,Closed Won,1.0,2026-06-30,1056650
Project 0466,2026-07-24,Closed Won,1.0,2026-06-30,1056650
Project 0466,2026-06-24,Closed Won,1.0,2026-06-30,1056650
Project 0466,2026-05-24,Closed Won,1.0,2026-06-30,1056650
Project 0466,2026-04-24,Closed Won,1.0,2026-06-30,1056650
Project 0466,2026-03-24,Closed Won,1.0,2026-06-30,1056650
Project 0467,2026-08-24,Qualified,0.35,2026-01-15,1033750
Project 0467,2026-07-24,Qualified,0.35,2026-01-15,1033750
Project 0467,2026-06-24,Qualified,0.35,2026-01-15,1033750
Project 0467,2026-05-24,Qualified,0.35,2026-01-15,1033750
Project 0467,2026-04-24,Qualified,0.35,2026-01-15,1033750
Project 0467,2026-03-24,Qualified,0.35,2026-01-15,1033750
Project 0468,2026-08-24,Prospect,0.15,2025-09-04,456800
Project 0468,2026-07-24,Prospect,0.15,2025-09-04,456800
Project 0468,2026-06-24,Prospect,0.15,2025-09-04,456800
Project 0468,2026-05-24,Prospect,0.15,2025-09-04,456800
Project 0468,2026-04-24,Prospect,0.15,2025-09-04,456800
Project 0468,2026-03-24,Prospect,0.15,2025-09-04,456800
Project 0469,2026-08-24,In Delivery,0.75,2025-02-01,1448000
Project 0469,2026-07-24,In Delivery,0.75,2025-02-01,1448000
Project 0469,2026-06-24,In Delivery,0.75,2025-02-01,1448000
Project 0469,2026-05-24,In Delivery,0.75,2025-02-01,1448000
Project 0469,2026-04-24,In Delivery,0.75,2025-02-01,1448000
Project 0469,2026-03-24,In Delivery,0.75,2025-02-01,1448000
Project 0470,2026-08-24,In Delivery,0.75,2026-09-28,142800
Project 0470,2026-07-24,In Delivery,0.75,2026-09-28,142800
Project 0470,2026-06-24,In Delivery,0.75,2026-09-28,142800
Project 0470,2026-05-24,In Delivery,0.75,2026-09-28,142800
Project 0470,2026-04-24,In Delivery,0.75,2026-09-28,142800
Project 0470,2026-03-24,In Delivery,0.75,2026-09-28,142800
Project 0471,2026-08-24,Qualified,0.35,2026-06-05,1740800
Project 0471,2026-07-24,Qualified,0.35,2026-06-05,1740800
Project 0471,2026-06-24,Qualified,0.35,2026-06-05,1740800
Project 0471,2026-05-24,Qualified,0.35,2026-06-05,1740800
Project 0471,2026-04-24,Qualified,0.35,2026-06-05,1740800
Project 0471,2026-03-24,Qualified,0.35,2026-06-05,1740800
Project 0472,2026-08-24,In Delivery,0.75,2025-03-22,1763200
Project 0472,2026-07-24,In Delivery,0.75,2025-03-22,1763200
Project 0472,2026-06-24,In Delivery,0.75,2025-03-22,1763200
Project 0472,2026-05-24,In Delivery,0.75,2025-03-22,1763200
Project 0472,2026-04-24,In Delivery,0.75,2025-03-22,1763200
Project 0472,2026-03-24,In Delivery,0.75,2025-03-22,1763200
Project 0473,2026-08-24,In Delivery,0.75,2027-01-22,1105300
Project 0473,2026-07-24,In Delivery,0.75,2027-01-22,1105300
Project 0473,2026-06-24,In Delivery,0.75,2027-01-22,1105300
Project 0473,2026-05-24,In Delivery,0.75,2027-01-22,1105300
Project 0473,2026-04-24,In Delivery,0.75,2027-01-22,1105300
Project 0473,2026-03-24,In Delivery,0.75,2027-01-22,1105300
Project 0474,2026-08-24,Closed Won,1.0,2025-01-20,60000
Project 0474,2026-07-24,Closed Won,1.0,2025-01-20,60000
Project 0474,2026-06-24,Closed Won,1.0,2025-01-20,60000
Project 0474,2026-05-24,Closed Won,1.0,2025-01-20,60000
Project 0474,2026-04-24,Closed Won,1.0,2025-01-20,60000
Project 0474,2026-03-24,Closed Won,1.0,2025-01-20,60000
Project 0475,2026-08-24,Prospect,0.15,2026-06-21,707200
Project 0475,2026-07-24,Prospect,0.15,2026-06-21,707200
Project 0475,2026-06-24,Prospect,0.15,2026-06-21,707200
Project 0475,2026-05-24,Prospect,0.15,2026-06-21,707200
Project 0475,2026-04-24,Prospect,0.15,2026-06-21,707200
Project 0475,2026-03-24,Prospect,0.15,2026-06-21,707200
Project 0476,2026-08-24,Prospect,0.15,2026-10-08,906500
Project 0476,2026-07-24,Prospect,0.15,2026-10-08,906500
Project 0476,2026-06-24,Prospect,0.15,2026-10-08,906500
Project 0476,2026-05-24,Prospect,0.15,2026-10-08,906500
Project 0476,2026-04-24,Prospect,0.15,2026-10-08,906500
Project 0476,2026-03-24,Prospect,0.15,2026-10-08,906500
Project 0477,2026-08-24,Prospect,0.15,2025-11-15,582500
Project 0477,2026-07-24,Prospect,0.15,2025-11-15,582500
Project 0477,2026-06-24,Prospect,0.15,2025-11-15,582500
Project 0477,2026-05-24,Prospect,0.15,2025-11-15,582500
Project 0477,2026-04-24,Prospect,0.15,2025-11-15,582500
Project 0477,2026-03-24,Prospect,0.15,2025-11-15,582500
Project 0478,2026-08-24,In Delivery,0.75,2027-04-12,949000
Project 0478,2026-07-24,In Delivery,0.75,2027-04-12,949000
Project 0478,2026-06-24,In Delivery,0.75,2027-04-12,949000
Project 0478,2026-05-24,In Delivery,0.75,2027-04-12,949000
Project 0478,2026-04-24,In Delivery,0.75,2027-04-12,949000
Project 0478,2026-03-24,In Delivery,0.75,2027-04-12,949000
Project 0479,2026-08-24,Qualified,0.35,2025-03-25,1260400
Project 0479,2026-07-24,Qualified,0.35,2025-03-25,1260400
Project 0479,2026-06-24,Qualified,0.35,2025-03-25,1260400
Project 0479,2026-05-24,Qualified,0.35,2025-03-25,1260400
Project 0479,2026-04-24,Qualified,0.35,2025-03-25,1260400
Project 0479,2026-03-24,Qualified,0.35,2025-03-25,1260400
Project 0480,2026-08-24,Qualified,0.35,2026-08-09,268200
Project 0480,2026-07-24,Qualified,0.35,2026-08-09,268200
Project 0480,2026-06-24,Qualified,0.35,2026-08-09,268200
Project 0480,2026-05-24,Qualified,0.35,2026-08-09,268200
Project 0480,2026-04-24,Qualified,0.35,2026-08-09,268200
Project 0480,2026-03-24,Qualified,0.35,2026-08-09,268200
Project 0481,2026-08-24,In Delivery,0.75,2026-08-17,608700
Project 0481,2026-07-24,In Delivery,0.75,2026-08-17,608700
Project 0481,2026-06-24,In Delivery,0.75,2026-08-17,608700
Project 0481,2026-05-24,In Delivery,0.75,2026-08-17,608700
Project 0481,2026-04-24,In Delivery,0.75,2026-08-17,608700
Project 0481,2026-03-24,In Delivery,0.75,2026-08-17,608700
Project 0482,2026-08-24,Closed Won,1.0,2025-06-10,536700
Project 0482,2026-07-24,Closed Won,1.0,2025-06-10,536700
Project 0482,2026-06-24,Closed Won,1.0,2025-06-10,536700
Project 0482,2026-05-24,Closed Won,1.0,2025-06-10,536700
Project 0482,2026-04-24,Closed Won,1.0,2025-06-10,536700
Project 0482,2026-03-24,Closed Won,1.0,2025-06-10,536700
Project 0483,2026-08-24,Closed Won,1.0,2025-10-02,423850
Project 0483,2026-07-24,Closed Won,1.0,2025-10-02,423850
Project 0483,2026-06-24,Closed Won,1.0,2025-10-02,423850
Project 0483,2026-05-24,Closed Won,1.0,2025-10-02,423850
Project 0483,2026-04-24,Closed Won,1.0,2025-10-02,423850
Project 0483,2026-03-24,Closed Won,1.0,2025-10-02,423850
Project 0484,2026-08-24,Prospect,0.15,2026-09-11,494000
Project 0484,2026-07-24,Prospect,0.15,2026-09-11,494000
Project 0484,2026-06-24,Prospect,0.15,2026-09-11,494000
Project 0484,2026-05-24,Prospect,0.15,2026-09-11,494000
Project 0484,2026-04-24,Prospect,0.15,2026-09-11,494000
Project 0484,2026-03-24,Prospect,0.15,2026-09-11,494000
Project 0485,2026-08-24,Prospect,0.15,2027-02-20,292800
Project 0485,2026-07-24,Prospect,0.15,2027-02-20,292800
Project 0485,2026-06-24,Prospect,0.15,2027-02-20,292800
Project 0485,2026-05-24,Prospect,0.15,2027-02-20,292800
Project 0485,2026-04-24,Prospect,0.15,2027-02-20,292800
Project 0485,2026-03-24,Prospect,0.15,2027-02-20,292800
Project 0486,2026-08-24,Closed Won,1.0,2026-03-04,722800
Project 0486,2026-07-24,Closed Won,1.0,2026-03-04,722800
Project 0486,2026-06-24,Closed Won,1.0,2026-03-04,722800
Project 0486,2026-05-24,Closed Won,1.0,2026-03-04,722800
Project 0486,2026-04-24,Closed Won,1.0,2026-03-04,722800
