project_name,month,actual_hours,actual_revenue,actual_cost
Project 0416,2025-11-01,269.86,85653.76,59578.64
Project 0416,2025-12-01,313.14,100999.0,67633.34
Project 0416,2026-01-01,267.71,112249.98,65622.41
Project 0416,2026-02-01,376.87,87891.51,58488.11
Project 0416,2026-03-01,276.42,86841.26,60364.93
Project 0416,2026-04-01,347.25,84517.24,61891.38
Project 0416,2026-05-01,271.62,85517.34,47075.22
Project 0416,2026-06-01,332.01,87439.72,48875.61
Project 0416,2026-07-01,316.08,99007.25,72406.56
Project 0416,2026-08-01,265.46,100776.51,61257.85
Project 0417,2024-09-01,297.26,24789.5,14783.18
Project 0417,2024-10-01,280.24,27501.36,15962.8
Project 0417,2024-11-01,295.54,26226.72,14601.15
Project 0417,2024-12-01,390.08,20172.69,15101.72
Project 0417,2025-01-01,299.2,24105.97,14144.32
Project 0417,2025-02-01,393.6,23662.18,16151.39
Project 0417,2025-03-01,436.8,23972.64,14134.43
Project 0417,2025-04-01,416.49,20605.07,12531.27
Project 0417,2025-05-01,366.94,21942.82,13741.8
Project 0417,2025-06-01,425.77,21566.64,12419.26
Project 0417,2025-07-01,279.83,22544.25,16040.03
Project 0417,2025-08-01,402.75,20567.48,11923.39
Project 0417,2025-09-01,395.6,22648.58,13683.41
Project 0417,2025-10-01,385.89,21786.86,12800.66
Project 0417,2025-11-01,309.5,27132.67,18992.84
Project 0417,2025-12-01,339.12,25882.38,15044.08
Project 0417,2026-01-01,436.67,20546.4,14281.43
Project 0417,2026-02-01,320.44,22927.74,12696.97
Project 0417,2026-03-01,432.11,24774.99,14155.65
Project 0417,2026-04-01,303.82,25479.2,18050.0
Project 0417,2026-05-01,393.03,22261.68,16368.04
Project 0417,2026-06-01,426.33,24353.23,14539.0
Project 0417,2026-07-01,418.69,27353.49,15632.92
Project 0417,2026-08-01,427.34,22621.77,12795.4
Project 0418,2024-09-01,341.36,24809.39,13811.13
Project 0418,2024-10-01,291.35,27517.82,16507.24
Project 0418,2024-11-01,316.62,25916.15,18783.71
Project 0418,2024-12-01,299.72,26822.05,18239.74
Project 0418,2025-01-01,370.85,27493.53,18993.97
Project 0418,2025-02-01,292.97,25625.44,18662.93
Project 0418,2025-03-01,252.15,27877.26,19232.75
Project 0418,2025-04-01,255.8,25579.05,16958.71
Project 0418,2025-05-01,339.22,22443.38,13593.78
Project 0418,2025-06-01,252.81,22061.55,14299.41
Project 0418,2025-07-01,359.51,22507.94,12392.88
Project 0418,2025-08-01,313.41,28340.2,20813.87
Project 0418,2025-09-01,255.61,22553.01,15223.09
Project 0418,2025-10-01,292.92,27100.3,14979.31
Project 0418,2025-11-01,273.76,24385.55,15106.7
Project 0418,2025-12-01,338.42,25289.3,18780.97
Project 0418,2026-01-01,335.33,22004.1,13128.58
Project 0418,2026-02-01,328.93,22698.76,16007.16
Project 0418,2026-03-01,347.6,29555.08,17185.19
Project 0418,2026-04-01,346.57,22741.3,14904.59
Project 0418,2026-05-01,306.61,23375.29,17133.56
Project 0418,2026-06-01,303.7,27542.9,20550.05
Project 0418,2026-07-01,242.31,27898.58,15971.2
Project 0418,2026-08-01,289.79,25716.88,18323.58
Project 0419,2024-09-01,78.03,18550.75,13034.82
Project 0419,2024-10-01,83.97,16449.9,11635.94
Project 0419,2024-11-01,93.5,16622.07,9349.1
Project 0419,2024-12-01,80.39,16744.26,10861.32
Project 0419,2025-01-01,92.69,14622.55,8473.67
Project 0419,2025-02-01,75.99,14044.65,10020.76
Project 0419,2025-03-01,97.2,13523.54,7590.78
Project 0419,2025-04-01,98.92,16779.12,10003.96
Project 0419,2025-05-01,79.94,14470.57,9983.57
Project 0419,2025-06-01,88.27,14813.89,8546.03
Project 0419,2025-07-01,93.09,16017.23,9039.55
Project 0419,2025-08-01,105.35,18082.73,10645.48
Project 0419,2025-09-01,80.89,17756.25,12169.16
Project 0419,2025-10-01,102.4,15116.24,9363.32
Project 0419,2025-11-01,98.63,18277.53,10770.31
Project 0419,2025-12-01,99.16,14243.19,8945.59
Project 0419,2026-01-01,105.56,18863.91,12991.5
Project 0419,2026-02-01,76.24,16246.88,11803.01
Project 0419,2026-03-01,83.12,13806.13,8474.81
Project 0419,2026-04-01,73.23,18916.6,13771.85
Project 0419,2026-05-01,70.46,15989.47,11125.05
Project 0419,2026-06-01,77.89,13916.23,9879.77
Project 0419,2026-07-01,81.36,14230.24,8854.05
Project 0419,2026-08-01,99.57,16761.31,9992.46
Project 0420,2024-09-01,108.26,30519.75,19115.2
Project 0420,2024-10-01,96.81,34553.78,24397.02
Project 0420,2024-11-01,142.38,39350.87,21935.63
Project 0420,2024-12-01,140.77,34423.95,21302.33
Project 0420,2025-01-01,144.76,38987.32,22547.96
Project 0420,2025-02-01,97.48,34045.76,20644.39
Project 0420,2025-03-01,149.61,37944.09,27800.29
Project 0420,2025-04-01,146.95,28520.59,20378.81
Project 0420,2025-05-01,146.3,38627.98,25016.87
Project 0420,2025-06-01,97.23,30586.33,16966.53
Project 0420,2025-07-01,114.59,35869.48,23285.73
Project 0420,2025-08-01,149.63,29607.8,17053.75
Project 0420,2025-09-01,120.42,33447.68,18454.01
Project 0420,2025-10-01,125.62,36179.23,23498.38
Project 0420,2025-11-01,109.31,38020.18,27458.91
Project 0420,2025-12-01,141.47,38592.16,23860.74
Project 0420,2026-01-01,122.16,29990.26,18053.18
Project 0420,2026-02-01,111.42,28638.2,18438.01
Project 0420,2026-03-01,147.92,29379.96,20014.22
Project 0420,2026-04-01,140.66,29669.11,21825.12
Project 0420,2026-05-01,103.94,31217.99,19183.3
Project 0420,2026-06-01,105.69,38193.68,26959.75
Project 0420,2026-07-01,131.84,36772.91,23411.97
Project 0420,2026-08-01,100.76,32491.78,20192.7
Project 0421,2024-09-01,437.31,25033.67,17939.75
Project 0421,2024-10-01,311.91,20095.29,14462.53
Project 0421,2024-11-01,298.2,27959.42,19299.0
Project 0421,2024-12-01,349.14,22986.72,15597.27
Project 0421,2025-01-01,334.37,26840.17,18548.46
Project 0421,2025-02-01,374.41,25328.73,16982.54
Project 0421,2025-03-01,289.65,19972.51,13183.61
Project 0421,2025-04-01,300.76,24359.76,15795.0
Project 0421,2025-05-01,378.35,26383.4,17242.15
Project 0421,2025-06-01,317.36,26039.91,16704.5
Project 0421,2025-07-01,375.49,21099.5,14102.66
Project 0421,2025-08-01,301.45,20870.85,12174.94
Project 0421,2025-09-01,320.3,24899.25,15065.26
Project 0421,2025-10-01,329.99,25906.72,16308.42
Project 0421,2025-11-01,425.22,27868.62,16751.68
Project 0421,2025-12-01,398.93,24996.68,18248.79
Project 0421,2026-01-01,381.67,24562.27,17873.7
Project 0421,2026-02-01,392.71,20287.46,12848.66
Project 0421,2026-03-01,447.6,27703.19,16180.04
Project 0421,2026-04-01,334.14,22256.19,12688.82
Project 0421,2026-05-01,373.71,24002.88,15952.21
Project 0421,2026-06-01,299.37,25563.52,17242.51
Project 0421,2026-07-01,364.12,27738.27,15848.05
Project 0421,2026-08-01,335.51,20561.09,14403.15
Project 0422,2024-09-01,410.29,37436.69,26727.25
Project 0422,2024-10-01,328.13,40319.54,26995.28
Project 0422,2024-11-01,290.33,45514.79,33712.11
Project 0422,2024-12-01,343.7,43094.73,28063.46
Project 0422,2025-01-01,346.02,39268.21,26275.27
Project 0422,2025-02-01,308.06,34485.54,20532.96
Project 0422,2025-03-01,339.37,39590.46,27493.24
Project 0422,2025-04-01,289.13,37409.94,20990.28
Project 0422,2025-05-01,286.08,33766.3,24370.23
Project 0422,2025-06-01,439.35,43849.47,24295.35
Project 0422,2025-07-01,391.37,46080.32,31245.61
Project 0422,2025-08-01,340.28,38841.02,27931.05
Project 0422,2025-09-01,387.25,44088.21,24518.77
Project 0422,2025-10-01,434.02,36309.5,23269.82
Project 0422,2025-11-01,342.29,45086.48,31689.69
Project 0422,2025-12-01,286.74,35352.42,22739.93
Project 0422,2026-01-01,331.79,42297.2,29320.46
Project 0422,2026-02-01,428.53,40888.55,23183.73
Project 0422,2026-03-01,424.82,34578.55,23645.56
Project 0422,2026-04-01,284.41,43465.44,32057.28
Project 0422,2026-05-01,402.29,44945.83,32917.69
Project 0422,2026-06-01,343.15,42098.85,27201.58
Project 0422,2026-07-01,403.0,45025.44,30253.37
Project 0422,2026-08-01,411.02,36805.78,25007.63
Project 0423,2024-09-01,72.2,8519.96,6385.21
Project 0423,2024-10-01,60.41,8884.0,4924.7
Project 0423,2024-11-01,62.69,8395.47,6058.29
Project 0423,2024-12-01,84.56,8298.69,4708.21
Project 0423,2025-01-01,64.94,10849.23,7293.93
Project 0423,2025-02-01,69.27,8310.83,4713.52
Project 0423,2025-03-01,67.84,9737.53,7015.21
Project 0423,2025-04-01,65.7,8385.9,4909.53
Project 0423,2025-05-01,60.26,9684.15,5693.04
Project 0423,2025-06-01,59.05,10073.85,7037.92
Project 0423,2025-07-01,75.59,8122.58,6088.37
Project 0423,2025-08-01,65.09,8358.98,6099.42
Project 0423,2025-09-01,72.58,9896.43,6556.79
Project 0423,2025-10-01,84.33,8772.24,6132.27
Project 0423,2025-11-01,86.8,9951.42,6623.89
Project 0423,2025-12-01,88.22,9507.61,5620.93
Project 0423,2026-01-01,61.89,8250.48,6170.44
Project 0423,2026-02-01,66.54,9984.68,5988.76
Project 0423,2026-03-01,60.91,7960.49,5824.17
Project 0423,2026-04-01,87.12,10307.84,6542.86
Project 0423,2026-05-01,72.3,9811.3,7125.73
Project 0423,2026-06-01,86.83,11137.21,7457.6
Project 0423,2026-07-01,76.63,7978.03,4542.77
Project 0423,2026-08-01,62.83,8239.78,5130.9
Project 0424,2024-09-01,180.16,9796.81,6274.4
Project 0424,2024-10-01,204.91,7943.0,5412.41
Project 0424,2024-11-01,219.2,8120.39,5517.74
Project 0424,2024-12-01,199.12,9449.35,6147.83
Project 0424,2025-01-01,214.88,7965.14,5196.16
Project 0424,2025-02-01,210.18,8370.4,5767.32
Project 0424,2025-03-01,220.19,8508.87,5456.75
Project 0424,2025-04-01,208.18,8396.91,5620.43
Project 0424,2025-05-01,226.75,8362.17,6028.35
Project 0424,2025-06-01,185.84,10629.1,7599.0
Project 0424,2025-07-01,237.48,10658.21,7903.29
Project 0424,2025-08-01,168.45,9085.45,5528.43
Project 0424,2025-09-01,220.96,9466.54,6575.43
Project 0424,2025-10-01,184.17,10463.87,6271.84
Project 0424,2025-11-01,205.46,7864.15,5575.74
Project 0424,2025-12-01,192.5,10809.19,7950.47
Project 0424,2026-01-01,195.79,8471.14,5021.3
Project 0424,2026-02-01,233.75,8422.33,6009.74
Project 0424,2026-03-01,174.53,7822.17,4623.12
Project 0424,2026-04-01,211.62,8282.94,5494.63
Project 0424,2026-05-01,167.7,9327.48,5648.01
Project 0424,2026-06-01,219.23,8994.39,6726.35
Project 0424,2026-07-01,180.85,8408.37,5095.81
Project 0424,2026-08-01,170.27,7932.03,5792.94
Project 0425,2024-09-01,255.23,46456.07,28952.94
Project 0425,2024-10-01,252.59,38555.6,26003.51
Project 0425,2024-11-01,289.76,42215.8,30441.8
Project 0425,2024-12-01,267.43,43142.57,26952.93
Project 0425,2025-01-01,311.64,36170.17,24137.29
Project 0425,2025-02-01,346.83,46861.83,33618.13
Project 0425,2025-03-01,319.71,42091.88,29679.33
Project 0425,2025-04-01,272.93,35301.93,20609.9
Project 0425,2025-05-01,344.42,41535.27,24760.93
Project 0425,2025-06-01,286.94,44793.66,32726.92
Project 0425,2025-07-01,362.9,43247.68,25911.15
Project 0425,2025-08-01,280.45,47660.33,32141.82
Project 0425,2025-09-01,334.05,36531.77,27239.92
Project 0425,2025-10-01,314.89,45632.97,29188.8
Project 0425,2025-11-01,288.7,39066.9,24051.84
Project 0425,2025-12-01,351.8,46305.38,34262.81
Project 0425,2026-01-01,305.63,40152.75,26716.8
Project 0425,2026-02-01,233.25,43608.49,31334.35
Project 0425,2026-03-01,295.77,37922.11,27239.97
Project 0425,2026-04-01,338.72,48742.79,27050.62
Project 0425,2026-05-01,265.83,39416.12,29279.33
Project 0425,2026-06-01,358.48,37864.03,27924.85
Project 0425,2026-07-01,245.98,46404.88,25541.2
Project 0425,2026-08-01,345.17,45728.85,33950.76
Project 0426,2024-09-01,302.2,45331.35,29638.22
Project 0426,2024-10-01,286.76,47324.47,31217.11
Project 0426,2024-11-01,245.65,46669.37,30209.83
Project 0426,2024-12-01,249.73,49959.42,30112.85
Project 0426,2025-01-01,317.93,58653.71,41840.96
Project 0426,2025-02-01,236.01,45257.15,32217.02
Project 0426,2025-03-01,274.26,44721.14,26577.07
Project 0426,2025-04-01,316.84,48222.15,35119.4
Project 0426,2025-05-01,327.85,59420.76,40658.66
Project 0426,2025-06-01,220.0,49193.48,33039.98
Project 0426,2025-07-01,316.44,45191.93,29816.72
Project 0426,2025-08-01,294.94,54656.49,33857.85
Project 0426,2025-09-01,315.61,55119.64,38519.04
Project 0426,2025-10-01,256.79,55440.44,40955.93
Project 0426,2025-11-01,322.15,49063.98,35402.69
Project 0426,2025-12-01,330.57,43628.75,32689.64
Project 0426,2026-01-01,308.28,52350.99,38568.94
Project 0426,2026-02-01,326.15,41740.5,28194.59
Project 0426,2026-03-01,278.78,56375.44,36988.45
Project 0426,2026-04-01,274.73,57625.66,37131.55
Project 0426,2026-05-01,276.08,52387.97,33489.39
Project 0426,2026-06-01,261.34,44646.0,27073.74
Project 0426,2026-07-01,285.16,48627.56,32666.55
Project 0426,2026-08-01,223.26,45698.46,31938.08
Project 0427,2024-09-01,365.06,139430.0,80300.4
Project 0427,2024-10-01,427.69,133786.63,89140.31
Project 0427,2024-11-01,346.77,117749.93,87836.78
Project 0427,2024-12-01,339.13,140219.56,102737.32
Project 0427,2025-01-01,412.99,129889.37,75263.63
Project 0427,2025-02-01,384.91,120995.91,72351.28
Project 0427,2025-03-01,445.72,115686.76,64923.17
Project 0427,2025-04-01,346.89,148787.17,109611.66
Project 0427,2025-05-01,347.29,162095.32,108315.55
Project 0427,2025-06-01,311.99,151539.17,104848.81
Project 0427,2025-07-01,321.16,158139.01,113503.01
Project 0427,2025-08-01,386.07,118970.09,73508.37
Project 0427,2025-09-01,341.5,136613.2,82255.88
Project 0427,2025-10-01,328.59,150060.51,94790.61
Project 0427,2025-11-01,331.17,126845.23,85673.71
Project 0427,2025-12-01,422.81,115493.37,76138.63
Project 0427,2026-01-01,326.91,154286.49,106747.93
Project 0427,2026-02-01,304.22,134079.93,93922.36
Project 0427,2026-03-01,336.55,151004.22,110717.68
Project 0427,2026-04-01,342.52,151092.53,90326.41
Project 0427,2026-05-01,340.19,135046.32,80137.11
Project 0427,2026-06-01,295.71,133015.58,83837.36
Project 0427,2026-07-01,335.45,124224.65,70374.59
Project 0427,2026-08-01,370.04,142420.5,99712.22
Project 0428,2024-09-01,305.17,139067.31,84064.1
Project 0428,2024-10-01,324.4,126122.45,70127.81
Project 0428,2024-11-01,356.44,101789.7,64754.22
Project 0428,2024-12-01,361.72,138438.69,94915.44
Project 0428,2025-01-01,329.72,118038.28,67410.51
Project 0428,2025-02-01,310.58,133627.33,76084.56
Project 0428,2025-03-01,286.06,106209.77,59944.05
Project 0428,2025-04-01,325.41,124114.41,76665.77
Project 0428,2025-05-01,411.82,132617.12,85995.52
Project 0428,2025-06-01,299.67,123170.24,86504.79
Project 0428,2025-07-01,378.86,119057.67,81328.94
Project 0428,2025-08-01,370.82,118377.12,76936.5
Project 0428,2025-09-01,408.12,118234.44,75131.09
Project 0428,2025-10-01,385.57,97246.78,72014.4
Project 0428,2025-11-01,418.89,108042.49,69265.83
Project 0428,2025-12-01,431.08,124445.22,87634.66
Project 0428,2026-01-01,287.21,134710.84,79137.63
Project 0428,2026-02-01,424.05,115118.82,82618.29
Project 0428,2026-03-01,308.88,104990.76,75272.12
Project 0428,2026-04-01,387.97,120130.28,85513.69
Project 0428,2026-05-01,307.94,106121.3,76599.29
Project 0428,2026-06-01,300.05,101873.3,61675.63
Project 0428,2026-07-01,325.02,110587.27,77225.82
Project 0428,2026-08-01,318.24,138483.28,97820.5
Project 0429,2024-09-01,302.01,14825.51,9681.41
Project 0429,2024-10-01,436.22,20904.51,11965.5
Project 0429,2024-11-01,435.64,16069.13,9322.42
Project 0429,2024-12-01,282.98,19270.37,13033.37
Project 0429,2025-01-01,358.92,17691.14,12664.0
Project 0429,2025-02-01,343.78,15057.71,9625.01
Project 0429,2025-03-01,296.64,15332.54,8983.69
Project 0429,2025-04-01,438.92,16077.79,10372.15
Project 0429,2025-05-01,397.05,17790.97,12219.79
Project 0429,2025-06-01,337.72,17743.17,10933.53
Project 0429,2025-07-01,428.18,14911.21,10495.69
Project 0429,2025-08-01,346.81,18510.33,12337.01
Project 0429,2025-09-01,327.07,17630.63,10749.65
Project 0429,2025-10-01,385.4,20108.31,11065.29
Project 0429,2025-11-01,337.74,16623.89,11491.55
Project 0429,2025-12-01,357.81,19000.98,14064.45
Project 0429,2026-01-01,422.78,20093.99,12451.31
Project 0429,2026-02-01,350.5,17286.45,11029.68
Project 0429,2026-03-01,323.06,20202.05,14352.32
Project 0429,2026-04-01,323.05,17814.84,11676.89
Project 0429,2026-05-01,300.28,15787.6,11329.74
Project 0429,2026-06-01,315.92,18993.79,14026.13
Project 0429,2026-07-01,336.66,14699.25,8148.24
Project 0429,2026-08-01,311.9,15449.44,11001.04
Project 0430,2024-09-01,149.8,34891.92,23622.76
Project 0430,2024-10-01,130.08,32017.39,20315.31
Project 0430,2024-11-01,155.85,31690.11,17612.69
Project 0430,2024-12-01,119.05,27666.6,17508.81
Project 0430,2025-01-01,129.56,30995.44,17163.6
Project 0430,2025-02-01,135.61,28704.44,18685.59
Project 0430,2025-03-01,122.97,33604.49,18566.88
Project 0430,2025-04-01,107.92,27356.01,16414.86
Project 0430,2025-05-01,138.89,28177.44,17324.45
Project 0430,2025-06-01,117.3,33732.7,19476.81
Project 0430,2025-07-01,153.65,26121.2,16742.72
Project 0430,2025-08-01,104.1,28614.16,19934.46
Project 0430,2025-09-01,121.66,31716.54,21832.16
Project 0430,2025-10-01,104.35,28234.52,19696.96
Project 0430,2025-11-01,137.26,34595.67,20940.49
Project 0430,2025-12-01,153.33,27196.61,16607.83
Project 0430,2026-01-01,136.95,32499.13,21726.33
Project 0430,2026-02-01,102.13,26251.13,17003.79
Project 0430,2026-03-01,111.36,34839.98,22902.91
Project 0430,2026-04-01,127.84,31464.61,20495.63
Project 0430,2026-05-01,146.8,31360.83,19338.89
Project 0430,2026-06-01,127.91,33894.09,23128.5
Project 0430,2026-07-01,128.34,25457.67,14083.72
Project 0430,2026-08-01,103.28,28485.38,20777.13
Project 0431,2024-09-01,329.68,25181.62,16205.28
Project 0431,2024-10-01,340.21,26705.98,16594.13
Project 0431,2024-11-01,292.89,22662.62,12655.91
Project 0431,2024-12-01,273.56,27930.54,17991.98
Project 0431,2025-01-01,265.56,25879.16,15277.15
Project 0431,2025-02-01,295.46,20539.8,11319.48
Project 0431,2025-03-01,286.82,25494.13,16733.44
Project 0431,2025-04-01,250.09,21695.28,14969.7
Project 0431,2025-05-01,328.15,21244.76,12550.01
Project 0431,2025-06-01,310.49,24669.89,16063.28
Project 0431,2025-07-01,275.72,27939.25,20302.45
Project 0431,2025-08-01,270.71,20895.4,12099.97
Project 0431,2025-09-01,309.76,24592.79,15756.62
Project 0431,2025-10-01,339.51,25584.7,18045.19
Project 0431,2025-11-01,268.53,21511.92,13467.65
Project 0431,2025-12-01,273.83,21189.37,12662.96
Project 0431,2026-01-01,328.56,27930.2,20165.7
Project 0431,2026-02-01,313.23,27303.91,15978.12
Project 0431,2026-03-01,229.0,25911.24,14837.97
Project 0431,2026-04-01,244.54,19706.81,13802.67
Project 0431,2026-05-01,263.14,26991.82,15488.59
Project 0431,2026-06-01,310.91,21778.31,13503.44
Project 0431,2026-07-01,243.96,27635.85,20673.51
Project 0431,2026-08-01,285.56,19560.98,11743.68
Project 0432,2024-09-01,217.83,87579.77,63509.75
Project 0432,2024-10-01,275.73,74382.65,41406.54
Project 0432,2024-11-01,224.1,79740.17,59451.83
Project 0432,2024-12-01,248.01,70559.32,43080.36
Project 0432,2025-01-01,213.09,90376.93,64359.54
Project 0432,2025-02-01,259.85,84516.27,50317.44
Project 0432,2025-03-01,249.37,85238.62,51060.26
Project 0432,2025-04-01,292.36,75369.62,43594.44
Project 0432,2025-05-01,274.52,75348.59,44848.65
Project 0432,2025-06-01,271.67,84296.79,50989.94
Project 0432,2025-07-01,231.24,80740.1,51842.0
Project 0432,2025-08-01,249.23,100664.98,68519.24
Project 0432,2025-09-01,299.22,89717.34,62118.82
Project 0432,2025-10-01,242.92,70551.9,51082.87
Project 0432,2025-11-01,218.74,86758.78,52508.79
Project 0432,2025-12-01,309.45,78892.44,52122.68
Project 0432,2026-01-01,249.74,88870.69,49950.84
Project 0432,2026-02-01,256.03,72500.91,42449.19
Project 0432,2026-03-01,237.38,73391.88,51257.57
Project 0432,2026-04-01,259.32,72432.43,51804.93
Project 0432,2026-05-01,242.05,78417.65,56997.2
Project 0432,2026-06-01,300.55,90150.61,54797.22
Project 0432,2026-07-01,223.06,100799.47,74832.26
Project 0432,2026-08-01,271.55,97892.0,65299.77
Project 0433,2024-09-01,25.57,11321.5,7421.18
Project 0433,2024-10-01,22.61,11792.48,8621.55
Project 0433,2024-11-01,31.33,11150.36,6277.02
Project 0433,2024-12-01,33.26,9149.16,5259.03
Project 0433,2025-01-01,31.49,10789.36,6433.22
Project 0433,2025-02-01,22.57,11039.43,7172.91
Project 0433,2025-03-01,29.79,9691.71,7053.63
Project 0433,2025-04-01,27.36,8918.85,5660.25
Project 0433,2025-05-01,27.73,9652.36,7009.02
Project 0433,2025-06-01,21.79,12056.16,8412.87
Project 0433,2025-07-01,34.12,10729.8,6094.38
Project 0433,2025-08-01,33.37,11455.77,8390.47
Project 0433,2025-09-01,25.83,10528.18,7137.9
Project 0433,2025-10-01,26.88,9586.8,6127.36
Project 0433,2025-11-01,26.01,9571.56,5278.35
Project 0433,2025-12-01,27.63,9553.54,5585.01
Project 0433,2026-01-01,28.44,11434.46,8104.47
Project 0433,2026-02-01,31.96,8928.51,6621.85
Project 0433,2026-03-01,25.29,9758.36,6629.5
Project 0433,2026-04-01,23.16,10806.86,7946.84
Project 0433,2026-05-01,31.26,10226.66,6359.58
Project 0433,2026-06-01,23.14,9422.07,5699.44
Project 0433,2026-07-01,29.94,12129.29,8618.54
Project 0433,2026-08-01,22.74,12000.11,6995.33
Project 0434,2024-09-01,326.58,101176.09,68493.16
Project 0434,2024-10-01,361.84,85424.18,55820.33
Project 0434,2024-11-01,386.92,97969.98,66555.45
